,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
1826,CERTIFIED,MAHIMN RX LLC,GENERAL AND OPERATIONS MANAGERS,PHARMACY OPERATIONS MANAGER,N,61568,2016,"KISSIMMEE, FLORIDA",-81.407571,28.2919557
1827,CERTIFIED,"FITTS INDUSTRIES, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,93101,2016,"TUSCALOOSA, ALABAMA",-87.5691735,33.2098407
1828,CERTIFIED,CARMOT INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,N,64002,2016,"RICHMOND, TEXAS",-95.7607832,29.5821811
1829,CERTIFIED,"ROUND GROUND METALS, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, BUSINESS DEVELOPMENT",Y,141565,2016,"HANOVER PARK, ILLINOIS",NA,NA
1830,CERTIFIED,"PIRAMAL CRITICAL CARE, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, STRATEGY AND PROJECT MANAGEMENT",Y,85051,2016,"BETHLEHEM, PENNSYLVANIA",-75.3704579,40.6259316
1831,CERTIFIED,THE HIMALAYA DRUG COMPANY,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192,2016,"SUGAR LAND, TEXAS",-95.6349463,29.6196787
1832,CERTIFIED,"ADVANCED MICRO DEVICES, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,155418,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
1833,DENIED,NO LIMITS MEDIA INC.,GENERAL AND OPERATIONS MANAGERS,CO-EXECUTIVE DIRECTOR,N,12000,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
1834,CERTIFIED,NYU LANGONE HEALTH SYSTEM,GENERAL AND OPERATIONS MANAGERS,"MANAGER, MEDICAL TECHNOLOGY PLANNING & IMPLEMENTATION",Y,100568,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1835,CERTIFIED,JNS BEAUTY AND NUTRITION LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS DIRECTOR,Y,80018,2016,"DAYTON, NEW JERSEY",-74.5101536,40.372607
1836,WITHDRAWN,"TERRACON CONSULTANTS, INC.",GENERAL AND OPERATIONS MANAGERS,ENGINEERING DIAGNOSTICS GROUP MANAGER,N,62629,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
1837,CERTIFIED,MODERN INSTITUTE OF SURGERY,GENERAL AND OPERATIONS MANAGERS,VP - CUSTOMER PHARMACEUTICAL STRATEGIST,N,57034,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
1838,CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1839,WITHDRAWN,"A-LIST MARKETING, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1840,CERTIFIED,"FMC TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS LINE MANAGER - FLUID CONTROL SERVICES,Y,138403,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1841,CERTIFIED,DIGNA CORPORATION,GENERAL AND OPERATIONS MANAGERS,REGIONAL OPERATIONS MANAGER,Y,107090,2016,"EL PASO, TEXAS",-106.4850217,31.7618778
1842,CERTIFIED,"PRO TECH USA, LLC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,82742,2016,"THIBODAUX, LOUISIANA",-90.822871,29.7957633
1843,CERTIFIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,ADVISORY DIRECTOR,Y,154232,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
1844,CERTIFIED,NO LIMITS MEDIA INC.,GENERAL AND OPERATIONS MANAGERS,CO-EXECUTIVE DIRECTOR OF NON-PROFIT,Y,70117,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
1845,DENIED,C & F CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,28017.6,2016,"SAIPAN, NA",145.7297891,15.1515153
1846,CERTIFIED,"DISTRIBUTED SUN, LLC",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,111571,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
1847,CERTIFIED,"ARNE DISTRIBUTORS, INC.",GENERAL AND OPERATIONS MANAGERS,ADMINISTRATIVE OPERATIONS COORDINATOR,N,64002,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1848,CERTIFIED,ASK-INTTAG LLC,GENERAL AND OPERATIONS MANAGERS,SITE MANAGER,N,61214,2016,"ESSEX JUNCTION, VERMONT",-73.1112207,44.4905433
1849,CERTIFIED,"MATA MANAGEMENT, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1850,CERTIFIED,CYC FITNESS PARTNERS LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1851,CERTIFIED,"HIRED, INC.",GENERAL AND OPERATIONS MANAGERS,"VP, NEW MARKETS & INTERNATIONAL",Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1852,CERTIFIED,INFOSYS BPO LIMITED,GENERAL AND OPERATIONS MANAGERS,LEAD - CLIENT OPERATIONS & SERVICES - US,N,59883,2016,"AGUADILLA, PUERTO RICO",NA,NA
1853,CERTIFIED,"VELOCITY AEROSPACE GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL GENERAL MANAGER,Y,163010,2016,"BURBANK, CALIFORNIA",-118.3089661,34.1808392
1854,WITHDRAWN,DFOCUS AMERICA INC,GENERAL AND OPERATIONS MANAGERS,SENIOR MANAGEMENT CONSULTANT,Y,74420,2016,"PALISADES PARK, NEW JERSEY",-73.997639,40.8481556
1855,CERTIFIED,DFOCUS AMERICA INC,GENERAL AND OPERATIONS MANAGERS,SENIOR MANAGEMENT CONSULTANT,Y,74420,2016,"PALISADES PARK, NEW JERSEY",-73.997639,40.8481556
1856,CERTIFIED,"PERKINELMER HEALTH SCIENCES, INC.",GENERAL AND OPERATIONS MANAGERS,SCIENTIFIC SERVICES CLIENT PARTNER,Y,114670,2016,"HOPKINTON, MASSACHUSETTS",-71.5225646,42.2286954
1857,CERTIFIED,DVS PHARMA INC.,GENERAL AND OPERATIONS MANAGERS,PHARMACY MANAGER SERVICES,Y,80017.6,2016,"PISCATAWAY, NEW JERSEY",-74.4642861,40.554887
1858,CERTIFIED,"ADP, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR DIRECTOR - STRATEGY,Y,212098,2016,"ROSELAND, NEW JERSEY",-74.2937594,40.8206555
1859,CERTIFIED,HOWARD UNIVERSITY,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF FINANCE AND OPERATIONS,Y,75100,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
1860,CERTIFIED,DIRECTLINE DISTRIBUTING LLC,GENERAL AND OPERATIONS MANAGERS,VP OPERATIONS,Y,175386,2016,"RICHARDSON, TEXAS",-96.7298519,32.9483335
1861,CERTIFIED,"TERRACON CONSULTANTS, INC.",GENERAL AND OPERATIONS MANAGERS,ENGINEERING DIAGNOSTICS GROUP MANAGER,N,62629,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
1862,CERTIFIED,"APPLIFT, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,68702,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1863,CERTIFIED,"EPAM SYSTEMS, INC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, TECHNOLOGY SOLUTIONS",Y,92352,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
1864,CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF FOOD AND BEVERAGE,Y,153129.6,2016,"SAIPAN, NA",145.7297891,15.1515153
1865,CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF HOTEL OPERATIONS,Y,153129.6,2016,"SAIPAN, NA",145.7297891,15.1515153
1866,CERTIFIED,MICROCISION LLC,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,Y,174429,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
1867,CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,GENERAL AND OPERATIONS MANAGERS,ASSISTANT VICE PRESIDENT OF HOSPITALITY & AFFAIRS,Y,97730,2016,"SAIPAN, NA",145.7297891,15.1515153
1868,CERTIFIED,INFOSYS BPO LIMITED,GENERAL AND OPERATIONS MANAGERS,DOMAIN LEAD - US,Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1869,CERTIFIED,INTERPACIFIC RESORTS (SAIPAN) CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,93600,2016,"SAIPAN, NA",145.7297891,15.1515153
1870,CERTIFIED,"AMERICAN AIRLINES, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, STRATEGIC ALLIANCES",Y,85155,2016,"FORT WORTH, TEXAS",-97.3307658,32.7554883
1871,CERTIFIED,"PAYPAL, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS DEVELOPMENT 1",Y,197475,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
1872,CERTIFIED,DIA STYLING CO.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF MERCHANDISING,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1873,CERTIFIED,TRAVELCLICK INC,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, ENTERPRISE MEDIA",Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1874,CERTIFIED,"2233 PARADISE ROAD, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,129667,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
1875,DENIED,"MEDISO USA, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,147909,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
1876,CERTIFIED,"CHECKERS DRIVE-IN RESTAURANTS, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF REAL ESTATE,Y,130083,2016,"TAMPA, FLORIDA",-82.4571776,27.950575
1877,CERTIFIED,EMERY OLEOCHEMICALS LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF BUSINESS OFFICER,Y,142126,2016,"CINCINNATI, OHIO",-84.5120196,39.1031182
1878,WITHDRAWN,"TELIT IOT PLATFORMS, LLC",GENERAL AND OPERATIONS MANAGERS,PROGRAM MANAGER,Y,96949,2016,"BOCA RATON, FLORIDA",-80.1289321,26.3683064
1879,CERTIFIED,WEST MOUNTAIN LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,53768,2016,"UPLAND, CALIFORNIA",-117.6483876,34.09751
1880,DENIED,"SPRING & THIRD, LLC",GENERAL AND OPERATIONS MANAGERS,RESTAURANT MANAGER,N,57034,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
1881,CERTIFIED,HP INC.,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, STRATEGY AND PLANNING",Y,195099,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
1882,CERTIFIED,"SPRING & THIRD, LLC",GENERAL AND OPERATIONS MANAGERS,RESTAURANT MANAGER,N,57034,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
1883,CERTIFIED,"LAZAAL COMMUNICATIONS, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,48339,2016,"ADDISON, ILLINOIS",-87.9889556,41.931696
1884,CERTIFIED,WALTZ NETWORKS INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
1885,CERTIFIED,VECTOR FOILTEC LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BUSINESS DEVELOPMENT,Y,126298,2016,"FAIRFIELD, NEW JERSEY",-74.3059959,40.8837406
1886,CERTIFIED,CONTRACT DRILLING &AMP; BLASTING LLC,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, RESEARCH & TECHNOLOGY",Y,97469,2016,"MANATI, PUERTO RICO",NA,NA
1887,CERTIFIED,"JOE'S BLACKBOOK, INC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, CONCEPT APPAREL LEADERSHIP DIVISION",Y,160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1888,CERTIFIED,"JITEN HOTEL MANAGEMENT, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,N,56389,2016,"BROCKTON, MASSACHUSETTS",-71.0183787,42.0834335
1889,CERTIFIED,THE RESEARCH FOUNDATION FOR SUNY POLYTECHNIC INSTITUTE,GENERAL AND OPERATIONS MANAGERS,CNY FILM HUB OPERATOR/MANAGER,N,62962,2016,"EAST SYRACUSE, NEW YORK",-76.0785332,43.0653446
1890,CERTIFIED,"HORIZON HEALTHCARE SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS OPERATIONS MANAGEMENT",Y,212098,2016,"NEWARK, NEW JERSEY",-74.1723667,40.735657
1891,CERTIFIED,OSCAR INSURANCE CORPORATION,GENERAL AND OPERATIONS MANAGERS,NETWORK DEVELOPMENT ASSOCIATE,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1892,CERTIFIED,INTERNATIONAL CENTER FOR TRANSITIONAL JUSTICE,GENERAL AND OPERATIONS MANAGERS,DEPUTY PROGRAM DIRECTOR,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1893,CERTIFIED,BURGER KING CORPORATION,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE VP, CHIEF INFORMATION PERFORMANCE & PEOPLE OFFICER",Y,251909,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
1894,CERTIFIED,"XCELTECH, INC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,111571.2,2016,"DUNN LORING, VIRGINIA",-77.2216481,38.8934448
1895,CERTIFIED,BURGER KING CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, FRANCHISEE PERFORMANCE",Y,102523,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
1896,CERTIFIED,AIMOTRAVEL INC,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,N,64230.4,2016,"LANTANA, FLORIDA",NA,NA
1897,CERTIFIED,"FLOGA BISTRO, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,64875.2,2016,"KENNETT SQUARE, PENNSYLVANIA",-75.7116032,39.8467767
1898,CERTIFIED,INFOSYS BPO LIMITED,GENERAL AND OPERATIONS MANAGERS,DOMAIN LEAD - US,Y,73466,2016,"PEORIA, ILLINOIS",-89.5889864,40.6936488
1899,CERTIFIED,"GRAPECITY, INC.",GENERAL AND OPERATIONS MANAGERS,GLOBAL PRODUCT MANAGER,Y,148262,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
1900,CERTIFIED,"GLOBE EXPRESS SERVICES, LIMITED",GENERAL AND OPERATIONS MANAGERS,SENIOR BRANCH MANAGER,Y,92227,2016,"CARSON, CALIFORNIA",-118.281693,33.8316745
1901,DENIED,SANOFI US SERVICES INC.,GENERAL AND OPERATIONS MANAGERS,"VP, DIABETES PORTFOLIO STRATEGY HEAD",Y,206606.4,2016,"BRIDGEWATER, NEW JERSEY",-74.6049061,40.5939636
1902,CERTIFIED,"CISCO SYSTEMS, INC.",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,171170,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
1903,CERTIFIED,"AMERIBLEND, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE-PRESIDENT, PROCUREMENT & PROCESSING",N,51355,2016,"KENNER, LOUISIANA",-90.2417434,29.9940924
1904,CERTIFIED,"HNA PROPERTY HOLDINGS, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF HUMAN RESOURCE AND ADMINISTRATION,Y,72301,2016,"NEW YORK CITY, NEW YORK",-74.0059413,40.7127837
1905,CERTIFIED,"CHINESE BIBLE CHURCH INTERNATIONAL, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,15080,2016,"SAIPAN, NA",145.7297891,15.1515153
1906,CERTIFIED,IN HOUSE LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1907,CERTIFIED,"TAKETOURS, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,54974.4,2016,"ROSEMEAD, CALIFORNIA",-118.072846,34.0805651
1908,CERTIFIED,"TAKETOURS, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,54974.4,2016,"ROSEMEAD, CALIFORNIA",-118.072846,34.0805651
1909,CERTIFIED,SANOFI US SERVICES INC.,GENERAL AND OPERATIONS MANAGERS,"VP, DIABETES PORTFOLIO STRATEGY HEAD",Y,213928,2016,"BRIDGEWATER, NEW JERSEY",-74.6049061,40.5939636
1910,WITHDRAWN,"OM SRI SAI, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,85564,2016,"BARTONSVILLE, PENNSYLVANIA",NA,NA
1911,CERTIFIED,NEW ENGLAND DENTAL LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,73403,2016,"DANBURY, CONNECTICUT",-73.4540111,41.394817
1912,CERTIFIED,"CHERRE, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OF PRODUCT,N,68453,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
1913,CERTIFIED,"OM SRI SAI, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,85654,2016,"BARTONSVILLE, PENNSYLVANIA",NA,NA
1914,CERTIFIED,KABINETT INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF STRATEGY,Y,72301,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1915,CERTIFIED,"MEDISO USA, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,147909,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
1916,CERTIFIED,"PERFICIENT, INC.",GENERAL AND OPERATIONS MANAGERS,PRACTICE DIRECTOR,Y,122366,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
1917,CERTIFIED,"CAPE FEAR SOLAR SYSTEMS, LLC",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, IT AND SOLAR OPERATIONS",N,63627,2016,"WILMINGTON, NORTH CAROLINA",-77.9447102,34.2257255
1918,DENIED,"HORIZON HEALTHCARE SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS TRANSFORMATION & OPERATIONS MANAGEMENT",Y,212098,2016,"NEWARK, NEW JERSEY",-74.1723667,40.735657
1919,WITHDRAWN,"HORIZON HEALTHCARE SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS TRANSFORMATION & OPERATIONS MANAGER",Y,212098,2016,"NEWARK, NEW JERSEY",-74.1723667,40.735657
1920,CERTIFIED,"DB EQUIPMENT, INC.",GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, NORTH AMERICA",Y,77646,2016,"PARK CITY, UTAH",-111.4979729,40.6460622
1921,CERTIFIED,"INTERNATIONAL RESCUE COMMITTEE, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR DIRECTOR, STRATEGY",Y,118331,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1922,CERTIFIED,ASIAN ARTS INITIATIVE,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF FINANCE AND OPERATIONS,N,69076.8,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
1923,CERTIFIED,75 BURNSIDE DRUG & SURGICAL INC.,GENERAL AND OPERATIONS MANAGERS,PHARMACY MANAGER SERVICES,Y,72301,2016,"BRONX, NEW YORK",-73.8648268,40.8447819
1924,CERTIFIED,"HORIZON HEALTHCARE SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, BUSINESS TRANSFORMATION & OPERATIONS MANAGEMENT",Y,213928,2016,"NEWARK, NEW JERSEY",-74.1723667,40.735657
1925,CERTIFIED,"INTERNATIONAL RESCUE COMMITTEE, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR OFFICER, ORGANIZATIONAL COMPLIANCE",Y,118331,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1926,CERTIFIED,"UNDER ARMOUR, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR DESIGN DIRECTOR, COLOR & INNOVATION",Y,210413,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1927,CERTIFIED,WILSHIRE ASSOCIATES INCORPORATED,GENERAL AND OPERATIONS MANAGERS,"OPERATIONS & BUSINESS DEVELOPMENT MANAGER, CHINA",Y,92227,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
1928,CERTIFIED,ENDO PHARMACEUTICALS INC.,GENERAL AND OPERATIONS MANAGERS,PRESIDENT INTERNATIONAL AND EVP OF BUSINESS DEVELOPMENT,Y,175178,2016,"MALVERN, PENNSYLVANIA",-75.5138118,40.0362184
1929,CERTIFIED,"EPAM SYSTEMS, INC",GENERAL AND OPERATIONS MANAGERS,SENIOR PROJECT MANAGER,N,57782,2016,"READING, PENNSYLVANIA",-75.9268747,40.3356483
1930,DENIED,"STILLETO DASH, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,N,54974,2016,"MARINA DEL REY, CALIFORNIA",-118.4517449,33.9802893
1931,CERTIFIED,"COOPER POWER SYSTEMS, LLC",GENERAL AND OPERATIONS MANAGERS,PLANT MANAGER,Y,129979,2016,"WAUKESHA, WISCONSIN",-88.2314813,43.0116784
1932,CERTIFIED,ANALYTICS QUOTIENT INC,GENERAL AND OPERATIONS MANAGERS,"LEAD, NEW BUSINESS DEVELOPMENT",Y,168522,2016,"NORWALK, CONNECTICUT",-73.4081575,41.117744
1933,CERTIFIED,"STILLETO DASH, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,N,54974,2016,"MARINA DEL REY, CALIFORNIA",-118.4517449,33.9802893
1934,CERTIFIED,MIQ LOGISTICS LLC,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT,Y,104832,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1935,CERTIFIED,"ABERCROMBIE & FITCH STORES, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR DISTRICT MANAGER,Y,77000,2016,"STUDIO CITY, CALIFORNIA",-118.3870991,34.1395597
1936,CERTIFIED,KELLY GROUP ENTERPRISES CORP,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,70699,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
1937,CERTIFIED,PALL CORPORATION,GENERAL AND OPERATIONS MANAGERS,MANAGER DRUG TRACKING,Y,103438,2016,"PORT WASHINGTON, NEW YORK",-73.6981858,40.8256561
1938,CERTIFIED,OSCAR INSURANCE CORPORATION,GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,118331,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1939,CERTIFIED,SWAGELOK COMPANY,GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,113755,2016,"SOLON, OHIO",-81.4412259,41.3897764
1940,DENIED,"CISCO SYSTEMS, INC.",GENERAL AND OPERATIONS MANAGERS,TECHNOLOGY DELIVERY MANAGER,Y,103230,2016,"RESEARCH TRIANGLE PARK, NORTH CAROLINA",-78.8636402,35.8991678
1941,CERTIFIED,FLIPCHIP INTERNATIONAL,GENERAL AND OPERATIONS MANAGERS,VICE GENERAL MANAGER,Y,135616,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
1942,CERTIFIED,THE ROCKEFELLER FOUNDATION,GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE DIRECTOR, HEALTH",Y,118331,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1943,CERTIFIED,MEGA WEST ENTERPRISE INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,54974,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
1944,CERTIFIED,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGER SOURCING - SEASONAL,N,67766,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
1945,CERTIFIED,"SOVEMA GLOBAL SERVICES, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,79685,2016,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
1946,CERTIFIED,LUCID LLC,GENERAL AND OPERATIONS MANAGERS,"VP, PRODUCT DEVELOPMENT",Y,115378,2016,"NEW ORLEANS, LOUISIANA",-90.0715323,29.9510658
1947,CERTIFIED,OUSSADEN TOURS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,49275,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
1948,CERTIFIED,SANOFI US SERVICES INC.,GENERAL AND OPERATIONS MANAGERS,"VP, CHIEF OPERATING OFFICER, BIOSURGERY GLOBAL STRATEGIC UNI",Y,187637,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
1949,DENIED,"GVOS , INC",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,118810,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
1950,CERTIFIED,NOBEL BIOCARE PROCERA LLC,GENERAL AND OPERATIONS MANAGERS,GLOBAL PRODUCT MANAGER,Y,72301,2016,"MAHWAH, NEW JERSEY",-74.1435843,41.0886216
1951,CERTIFIED,"SHRI GANESH, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,72301,2016,"FORT LEE, NEW JERSEY",-73.9701381,40.8509333
1952,CERTIFIED,SANDYA SURGICAL ASSOCIATES,GENERAL AND OPERATIONS MANAGERS,FINANCE AND OPERATIONS MANAGER,N,38625.6,2016,"CARLSBAD, NEW MEXICO",-104.2288375,32.4206736
1953,DENIED,"E.D. GARDENS, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,54974.4,2016,"ENCINO, CALIFORNIA",-118.5214282,34.1517492
