,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
27556,DENIED,"FMC TECHNOLOGIES, INC.",LOGISTICIANS,GLOBAL SUB CATEGORY LEAD,Y,75421,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
27591,DENIED,HESS CORPORATION,LOGISTICIANS,"SPECIALIST, SUPPLY CHAIN",Y,89814,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
27705,DENIED,"J.B. HUNT TRANSPORT SERVICES, INC.",LOGISTICIANS,SR. LOGISTICS ENGINEER,N,67187,2016,"LOWELL, ARKANSAS",-94.1307587,36.2553543
27745,DENIED,CEVA LOGISTICS US INC.,LOGISTICIANS,LOGISTICS ENGINEER,N,56410,2016,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
27979,DENIED,ERNST &AMP; YOUNG U.S. LLP,MANAGEMENT ANALYSTS,ADVISORY SENIOR,N,60757,2016,"GUILDERLAND, NEW YORK",NA,NA
28763,DENIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,MANAGEMENT ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,71427,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
28773,DENIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,MANAGEMENT ANALYSTS,ADVISORY SENIOR ASSOCIATE,N,65541,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
28865,DENIED,BROOKDALE EMPLOYEE SERVICES - CORPORATE LLC,MANAGEMENT ANALYSTS,COMPLIANCE DATA ANALYST,N,62046,2016,"BRENTWOOD, TENNESSEE",-86.7827772,36.0331164
28886,DENIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,MANAGEMENT ANALYSTS,ADVISORY ASSOCIATE,N,55474,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
28959,DENIED,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,64189,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
29864,DENIED,"TECHLIGENT SYSTEMS, INC",MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,64188.8,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
30316,DENIED,ERNST &AMP; YOUNG U.S. LLP,MANAGEMENT ANALYSTS,TAX SENIOR,Y,81952,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
30333,DENIED,ERNST &AMP; YOUNG U.S. LLP,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,64189,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
30349,DENIED,ERNST &AMP; YOUNG U.S. LLP,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,69701,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
30863,DENIED,ELITE WORKFORCE INC,MANAGEMENT ANALYSTS,MANAGEMENT ANALYSTS,N,56160,2016,"IRVING, TEXAS",-96.9488945,32.8140177
30870,DENIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,MANAGEMENT ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,83158,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
30920,DENIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,110885,2016,"RALEIGH, NORTH CAROLINA",-78.6381787,35.7795897
30980,DENIED,VERNAL TECH INC,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,53165,2016,"NEWARK, DELAWARE",-75.7496572,39.6837226
31337,DENIED,ALL ACTION SECURITY CONSULTING GROUP,MANAGEMENT ANALYSTS,ACCOUNT MANAGER,N,56035.2,2016,"WOODLAND HILLS, CALIFORNIA",-118.6089752,34.165357
31491,DENIED,LESAR DEVELOPMENT CONSULTANTS,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,56430,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
31821,DENIED,I-SHOPLOG LLC,MANAGEMENT ANALYSTS,BUSINESS/ FINANCIAL ANALYST,Y,108118,2016,"EAST RUTHERFORD, NEW JERSEY",-74.0970865,40.833989
31899,DENIED,"WIN FAMILY CO., INC.",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,49649.6,2016,"BUFFALO, NEW YORK",-78.8783689,42.8864468
31983,DENIED,EDP RENEWABLES NORTH AMERICA,MANAGEMENT ANALYSTS,PERFORMANCE ANALYSIS ASSOCIATE,Y,72300,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
32388,DENIED,SAPIENT CORPORATION,MANAGEMENT ANALYSTS,MANAGER PROGRAM MANAGEMENT,Y,92144,2016,"PLANO, TEXAS",-96.6988856,33.0198431
32428,DENIED,"THOMSON REUTERS HOLDINGS, INC.",MANAGEMENT ANALYSTS,MANAGEMENT ASSOCIATE,Y,107661,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
32446,DENIED,"SDLC MANAGEMENT, INC.",MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,48235,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
33027,DENIED,ACCENZ LLC,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,49462,2016,"TROY, MICHIGAN",-83.1497751,42.6064095
33105,DENIED,ACCENZ LLC,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,49462,2016,"TROY, MICHIGAN",-83.1497751,42.6064095
33217,DENIED,SHARMA STRATEGY GROUP,MANAGEMENT ANALYSTS,ASSOCIATE CONSULTANT,Y,115877,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
33424,DENIED,ALVAREZ & MARSAL PRIVATE EQUITY PERFORMANCE IMPROVEMENT GROUP LLC,MANAGEMENT ANALYSTS,MANAGER,Y,133515,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
33611,DENIED,SHARMA STRATEGY GROUP,MANAGEMENT ANALYSTS,ASSOCIATE CONSULTANT,N,55786,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
33852,DENIED,ENLIANT INC,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,74152,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
33936,DENIED,"CARTESIAN, INC.",MANAGEMENT ANALYSTS,CONSULTANT (COMMUNICATIONS OPERATIONS & EXECUTION),Y,102336,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
34097,DENIED,IMS HEALTH INCORPORATED,MANAGEMENT ANALYSTS,CONSULTANT - IM,Y,72654,2016,"PLYMOUTH MEETING, PENNSYLVANIA",-75.2743467,40.1023319
34138,DENIED,"GOLDMAN, SACHS & CO.",MANAGEMENT ANALYSTS,ANALYST,N,55973,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
34199,DENIED,"YELLOW MAMA MUSIC, LLC",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,66331.2,2016,"LYMAN, SOUTH CAROLINA",NA,NA
34428,DENIED,RESPONSIVE TECHNOLOGIES INC.,MANAGEMENT ANALYSTS,PROJECT MANAGER,Y,88500,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
34460,DENIED,RESPONSIVE TECHNOLOGIES INC.,MANAGEMENT ANALYSTS,PROJECT MANAGER,Y,88500,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
34714,DENIED,ASIA STAR MEDIA,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,55973,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
34780,DENIED,"BAREKET BARASH CPAS, LLP",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,56035.2,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
35506,DENIED,"TECH MAHINDRA (AMERICAS),INC.",MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,81952,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
35671,DENIED,"INFINITY ESPANOLA HOTEL VENTURE, LLC",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,44491.2,2016,"MIAMI BEACH, FLORIDA",-80.1300455,25.790654
35728,DENIED,"INTERNATIONAL CONSULTATION FOR EDUCATORS, LLC",MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,52790.4,2016,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
36371,DENIED,"ASIM & SHWETA COMPANY, INC",MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,56160,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
36406,DENIED,RAWLINGS GROUP,MANAGEMENT ANALYSTS,SUBROGATION CLAIMS ANALYST,N,46800,2016,"LAGRANGE, KENTUCKY",NA,NA
36688,DENIED,ITEAM INC,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,40685,2016,"FARMERS BRANCH, TEXAS",-96.8961151,32.9265137
36728,DENIED,RNG GROUP INC.,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,51084.8,2016,"ONTARIO, CALIFORNIA",-117.6508876,34.0633443
36747,DENIED,NDOT INC.,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,69701,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
36788,DENIED,EAI TECHNOLOGIES LLC,MANAGEMENT ANALYSTS,BUSINESS INNOVATOR,N,64189,2016,"VIENNA, VIRGINIA",-77.2652604,38.9012225
36920,DENIED,COSMIC INC,MANAGEMENT ANALYSTS,BUSINESS SYSTEMS - RESOURCES ANALYST,N,52915,2016,"EDISON, NEW JERSEY",-74.4120953,40.5187154
36922,DENIED,FALCONI CONSULTANTS FOR RESULTS CORP.,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,44491,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
36998,DENIED,HEALTHSMART HOLDING,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,57160,2016,"IRVING, TEXAS",-96.9488945,32.8140177
37195,DENIED,CNO SERVICES LLC,MANAGEMENT ANALYSTS,WASHINGTON NATIONAL SR. BUSINESS ANALYST,N,69500,2016,"CARMEL, INDIANA",-86.1180435,39.978371
37298,DENIED,"CFO CONSULTING PARTNERS, LLC",MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,71739,2016,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
37320,DENIED,ZPMC NORTH AMERICA INC.,MANAGEMENT ANALYSTS,"BUSINESS ANALYST, PORTFOLIO MANAGEMENT",N,54954,2016,"PORTSMOUTH, VIRGINIA",NA,NA
37531,DENIED,MEDISAVANT INC.,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,59738,2016,"CASTRO VALLEY, CALIFORNIA",NA,NA
37549,DENIED,PHEN LLC,MANAGEMENT ANALYSTS,BUSINESS ANALYST,N,51917,2016,"NORTH KANSAS CITY, MISSOURI",-94.5729781,39.1429081
37676,DENIED,"BV AIRWAYS, INC.",MANAGEMENT ANALYSTS,DIRECTOR OF OPERATIONS,N,58011,2016,"FORT LAUDERDALE, FLORIDA",-80.1373174,26.1224386
37680,DENIED,DHK ACCOUNTANCY CORP.,MANAGEMENT ANALYSTS,MANAGEMENT CONSULTANT,Y,76440,2016,"TORRANCE, CALIFORNIA",-118.3406288,33.8358492
37744,DENIED,MEDISAVANT INC.,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,59738,2016,"CASTRO VALLEY, CALIFORNIA",NA,NA
37826,DENIED,BETTER 4 YOU MEALS,MANAGEMENT ANALYSTS,BUSINESS INTELLIGENCE ANALYST,Y,96824,2016,"COMMERCE, CALIFORNIA",-118.1597929,34.0005691
38190,DENIED,"ACCESS THERAPIES, INC.",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,47840,2016,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
38616,DENIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,MANAGEMENT ANALYSTS,ADVISORY MANAGER,Y,137218,2016,"MCALLEN, TEXAS",-98.2300124,26.2034071
39140,DENIED,"ARGOS GLOBAL PARTNER SERVICES, LLC",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,44491,2016,"KEY BISCAYNE, FLORIDA",-80.1628248,25.693713
39754,DENIED,"RP GLOBAL SERVICES, LLC",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,64168,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
39786,DENIED,DELOITTE & TOUCHE LLP,MANAGEMENT ANALYSTS,ADVISORY CONSULTANT,N,62566,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
39948,DENIED,DELOITTE CONSULTING LLP,MANAGEMENT ANALYSTS,CONSULTANT,N,45885,2016,"COLUMBUS, OHIO",-82.9987942,39.9611755
40036,DENIED,PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC,MANAGEMENT ANALYSTS,ADVISORY SENIOR ASSOCIATE,Y,81827,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
40247,DENIED,"LA WHOLESALE ROUTE, INC",MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,56035.2,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
40463,DENIED,BAY AREA TECHWORKERS,MANAGEMENT ANALYSTS,SR. BUSINESS ANALYST,Y,100700,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
40793,DENIED,MALVI SYSTEMS LLC,MANAGEMENT ANALYSTS,BUSINESS ANALYST,Y,72010,2016,"PRINCETON JUNCTION, NEW JERSEY",-74.6198791,40.3173301
41112,DENIED,GRAMTER INTERNATIONAL (USA) CO.LTD,MANAGEMENT ANALYSTS,MANAGEMENT ANALYST,N,57283.2,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
41116,DENIED,"CAPGEMINI AMERICA, INC. (LEGACY CAPGEMINI FINANCIAL SERVICES, INC.)",MANAGEMENT ANALYSTS,SENIOR CONSULTANT (BUSINESS ANALYST),N,69618,2016,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
41607,DENIED,"AMERICAN TECHNOLOGY CONSULTING, LLC",MANAGEMENT ANALYSTS,BUSINESS SYSTEMS ANALYST,Y,83200,2016,"DES MOINES, IOWA",-93.6091064,41.6005448
41780,DENIED,"AIG PC GLOBAL SERVICES, INC.",MANAGEMENT ANALYSTS,BUSINESS ANALYST II,N,58198,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
41935,DENIED,TRUEWAY INC.,MANAGEMENT ANALYSTS,MANAGEMENT ANALYSTS,Y,85592,2016,"ARLINGTON, VIRGINIA",-77.1067698,38.8799697
42098,DENIED,ST. HELENA HOSPITAL,MANAGEMENT ANALYSTS,BUSINESS INTELLIGENCE SOLUTION ARCHITECT,N,67371,2016,"SANTA ROSA, CALIFORNIA",-122.7140548,38.440429
42408,DENIED,LECHAT USA INC,MANAGEMENT ANALYSTS,BUSINESS DEVELOPMENT ANALYST,Y,95596.8,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
42489,DENIED,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,TAX STAFF,N,58198,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
42531,DENIED,DELOITTE CONSULTING LLP,MANAGEMENT ANALYSTS,SENIOR CONSULTANT,N,62670,2016,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
42548,DENIED,MARIA TRINA BURGOS P.A.,MANAGEMENT ANALYSTS,BUSINESS SPECIALIST,N,44491.2,2016,"DORAL, FLORIDA",-80.3553302,25.8195424
42576,DENIED,CUSTOMEREXP INC.,MANAGEMENT ANALYSTS,CONSULTANT,N,45760,2016,"CENTRAL, ARIZONA",NA,NA
42579,DENIED,CUSTOMEREXP INC,MANAGEMENT ANALYSTS,MANAGEMENT CONSULTANT,N,54746,2016,"CENTRAL, ARIZONA",NA,NA
42610,DENIED,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,ADVISORY STAFF,N,63960,2016,"ROSELAND, NEW JERSEY",-74.2937594,40.8206555
42612,DENIED,ERNST & YOUNG U.S. LLP,MANAGEMENT ANALYSTS,ADVISORY SENIOR,N,65416,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
42683,DENIED,SYNERGY SERVICES CORP,MANAGEMENT ANALYSTS,GLOBAL TRANSFORMATION ADVISOR,Y,87194,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
42685,DENIED,SYNERGY SERVICES CORP,MANAGEMENT ANALYSTS,GLOBAL TRANSFORMATION ADVISOR,Y,87194,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
42726,DENIED,"GLOBALITY, INC.",MANAGEMENT ANALYSTS,PROVIDER REPRESENTATIVE,Y,88442,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
42788,DENIED,"FLUSHING IRON WELD, INC.",MANAGEMENT ANALYSTS,OPERATIONAL &AMP; TECHNOLOGY MANAGER,N,55973,2016,"FLUSHING, NEW YORK",-73.833079,40.7674987
42839,DENIED,WEISS ROHLIG USA LLC,MANAGEMENT ANALYSTS,CARGOWISE TRAINER & SALES SUPPORT,N,55536,2016,"ELK GROVE VILLAGE, ILLINOIS",-87.9703461,42.0039178
42949,DENIED,CITY OF BOSTON,MANAGEMENT ANALYSTS,DATA AND PERFORMANCE ANALYST,N,59633.6,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
43090,DENIED,ABTS CONVENTION SERVICES INC,"MEETING, CONVENTION, AND EVENT PLANNERS",MEETINGS CONVENTION SENIOR PLANNER,N,28059,2016,"NORTH BAY VILLAGE, FLORIDA",NA,NA
43100,DENIED,ABTS CONVENTION SERVICES INC,"MEETING, CONVENTION, AND EVENT PLANNERS",MEETINGS CONVENTION SENIOR PLANNER,N,28059,2016,"NORTH BAY VILLAGE, FLORIDA",NA,NA
43222,DENIED,TRIBECA FILM FESTIVAL NYC LLC,"MEETING, CONVENTION, AND EVENT PLANNERS",PANELS COORDINATOR,N,49857.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
43225,DENIED,"MEOW MEOW, LLC","MEETING, CONVENTION, AND EVENT PLANNERS",MARKETING / EVENTS COORDINATOR,N,40685,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
43239,DENIED,RAW ARTISTS INC,"MEETING, CONVENTION, AND EVENT PLANNERS",SHOWCASE DIRECTOR,N,37440,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
43257,DENIED,SPECIAL EVENT STAFFING LLC,"MEETING, CONVENTION, AND EVENT PLANNERS",EVENT COORDINATOR,N,60030,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
43271,DENIED,UNIVERSITY OF OREGON,FUNDRAISERS,ASSOCIATE DIRECTOR OF DEVELOPMENT,N,47361,2016,"EUGENE, OREGON",-123.0867536,44.0520691
43356,DENIED,TOWERS WATSON DELAWARE INC.,"COMPENSATION, BENEFITS, AND JOB ANALYSIS",HEALTH & GROUP BENEFITS ANALYST,N,51542,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
43418,DENIED,PROVIDENCE COLLEGE,"COMPENSATION, BENEFITS, AND JOB ANALYSIS",HUMAN RESOURCE BENEFITS GENERALIST,N,51000,2016,"PROVIDENCE, RHODE ISLAND",-71.4128343,41.8239891
43422,DENIED,PROVIDENCE COLLEGE,"COMPENSATION, BENEFITS, AND JOB ANALYSIS",HUMAN RESOURCE BENEFITS GENERALIST,N,51000,2016,"PROVIDENCE, RHODE ISLAND",-71.4128343,41.8239891
43605,DENIED,SOARING AMERICA CORPORATION,TRAINING AND DEVELOPMENT SPECIALISTS,ASSOCIATE AVIATION TRAINING SPECIALIST,N,34008,2016,"CHINO, CALIFORNIA",-117.688944,34.0122346
43645,DENIED,NORTH-AIRE AVIATION LLC,TRAINING AND DEVELOPMENT SPECIALISTS,EASA PROGRAM COORDINATOR,N,58864,2016,"PRESCOTT, ARIZONA",-112.4685025,34.5400242
43737,DENIED,STONEBRIDGE INTERIORS,TRAINING AND DEVELOPMENT SPECIALISTS,TRAINING AND BUSINESS DEVELOPMENT SPECIALIST,N,38854,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
43826,DENIED,AMERICAN ACADEMY OF INNOVATION,TRAINING AND DEVELOPMENT SPECIALISTS,ASSESSMENT DIRECTOR,N,55474,2016,"SOUTH JORDAN, UTAH",-111.929658,40.5621704
43900,DENIED,"GRIPS PROGRAM, LLC.",TRAINING AND DEVELOPMENT SPECIALISTS,PROGRAM DEVELOPMENT COORDINATOR,N,49629,2016,"STUDIO CITY, CALIFORNIA",-118.3870991,34.1395597
43976,DENIED,3P LEARNING LIMITED,TRAINING AND DEVELOPMENT SPECIALISTS,MARKETING ASSOCIATE,N,54350,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
43985,DENIED,"THE FLIPPEN GROUP, LLC",TRAINING AND DEVELOPMENT SPECIALISTS,EDUCATION TRAINER,Y,73611.2,2016,"COLLEGE STATION, TEXAS",-96.3344068,30.627977
43992,DENIED,"H AND P RANCH, LLC",TRAINING AND DEVELOPMENT SPECIALISTS,ASSISANT SHOW HORSE TRAINER,N,20800,2016,"CABOT, ARKANSAS",NA,NA
44001,DENIED,"MD TOX LABORATORY, INC",TRAINING AND DEVELOPMENT SPECIALISTS,MEDICAL ADVISOR,N,55328,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
44404,DENIED,"LITOIL USA, INC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,46945.6,2016,"MIAMI BEACH, FLORIDA",-80.1300455,25.790654
44450,DENIED,"ALIBABA PICTURES INTERNATIONAL, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,55994,2016,"PASADENA, CALIFORNIA",-118.1445155,34.1477849
44467,DENIED,NOVARTIS PHARMACEUTICALS CORPORATION,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"CROSS-DIVISION CATEGORY MANAGER, MARKET RESEARCH",N,59904,2016,"EAST HANOVER, NEW JERSEY",-74.3647247,40.8200623
44491,DENIED,"ONTRAPORT, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYST,N,39707,2016,"SANTA BARBARA, CALIFORNIA",-119.6981901,34.4208305
44519,DENIED,BIG SPACESHIP LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYST,N,61589,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
44525,DENIED,NEW RESOURCE BANK,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING & EXECUTIVE ADMINISTRATOR,Y,70096,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
44609,DENIED,DIGICON SYSTEMS,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET ANALYST,N,51106,2016,"SCHAUMBURG, ILLINOIS",-88.0834059,42.0333607
44751,DENIED,UNIVERSITY OF MICHIGAN,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,COMMUNICATIONS SPECIALIST,N,47664,2016,"ANN ARBOR, MICHIGAN",-83.7430378,42.2808256
44759,DENIED,"JUMES AND WARD AGENCY, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING RESEARCH SPECIALIST WITHIN CUSTOMER SERVICES,N,37918,2016,"BEDFORD, TEXAS",-97.1430671,32.844017
44837,DENIED,GTA AMERICAS LLC,MARKET RESEARCH ANALYSTS AND MARKETING,MARKETING SPECIALIST / ASIA MARKET,Y,79212,2016,"SOUTH PASADENA, CALIFORNIA",-118.1503488,34.1161196
44853,DENIED,"WIPS, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,TECHNOLOGY MARKET RESEARCH ANALYST,N,59051,2016,"VIENNA, VIRGINIA",-77.2652604,38.9012225
44969,DENIED,SUNNY'S COACH SERVICES INC.,MARKET RESEARCH ANALYSTS AND MARKETING,MARKETING SPECIALIST,N,42099,2016,"STERLING, VIRGINIA",-77.4291298,39.0066993
45064,DENIED,"STRETCHLINE USA, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
45078,DENIED,QUITE SKY LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,N,66955,2016,"FENTON, MISSOURI",-90.4429881,38.5126456
45113,DENIED,"STRUCTURE PROPERTIES, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING COORDINATOR,N,50086,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
45149,DENIED,GREAT FAME MANAGEMENT USA INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,45905.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
45157,DENIED,"METRO PLAZA HOTEL, INC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,55993.6,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
45210,DENIED,"GREENTREE MORTGAGE COMPANY, L.P.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,35298,2016,"GIBBSBORO, NEW JERSEY",NA,NA
45233,DENIED,"SINO-AMERICAN MEDICAL, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,40914,2016,"WOBURN, MASSACHUSETTS",-71.1522765,42.4792618
45305,DENIED,"FLAMA MEDIA, LLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,"SENIOR MANAGER, DIGITAL ANALYTICS AND AUDIENCE DEVELOPMENT",N,61589,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
45451,DENIED,KINNARPS DIRECT USA LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING SPECIALIST,N,60258,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
45527,DENIED,"EXPEDIA, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,SR. ANALYST REVENUE OPTIMIZATION,N,64688,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
45851,DENIED,ROSHAN & ASSOCIATES LLC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,39520,2016,"GREENSBORO, NORTH CAROLINA",-79.7919754,36.0726354
46083,DENIED,"THE KASEN LAW FIRM, PLLC",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING CONSULTANT,N,45906,2016,"FLUSHING, NEW YORK",-73.833079,40.7674987
46117,DENIED,"NAUTILUSNET.COM, INC.",MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING ANALYST,N,39520,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
46192,DENIED,GREATER BOSTON MANUFACTURING PARTNERSHIP INC,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKETING RESEARCH SPECIALIST,N,40914,2016,"NEWTONVILLE, MASSACHUSETTS",NA,NA
46245,DENIED,AEM REAL ESTATE INC.,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,MARKET RESEARCH ANALYST,N,60445,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
